day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
3,2015,08,19,2015-08-19,80.0,70.1,1016.7,10.0,4.0,8.0,17.1,90.0,73.0,0.0,999.9,0,594
4,2015,08,20,2015-08-20,80.5,70.1,1015.8,10.0,4.2,8.0,22.0,87.1,77.0,0.0,999.9,0,600
5,2015,08,21,2015-08-21,78.7,65.0,1015.6,9.1,4.0,8.0,14.0,87.1,71.1,0.33,999.9,0,753
6,2015,08,22,2015-08-22,76.9,53.1,1018.3,9.2,3.7,7.0,999.9,87.1,69.1,0.32,999.9,0,581
7,2015,08,23,2015-08-23,76.0,60.3,1015.8,10.0,3.6,8.0,999.9,86.0,69.1,0.0,999.9,0,492
1,2015,08,24,2015-08-24,78.2,64.3,1012.3,9.9,2.1,6.0,999.9,87.1,70.0,0.0,999.9,0,575
2,2015,08,25,2015-08-25,80.9,64.3,1010.5,9.7,3.0,7.0,999.9,89.1,73.0,0.0,999.9,0,595
3,2015,08,26,2015-08-26,76.0,51.4,1013.6,10.0,3.7,8.0,999.9,90.0,66.9,0.0,999.9,0,606
4,2015,08,27,2015-08-27,73.8,52.5,1017.0,10.0,2.6,6.0,999.9,84.9,66.9,0.0,999.9,0,614
5,2015,08,28,2015-08-28,72.7,51.5,1020.7,10.0,2.5,6.0,999.9,82.0,63.0,0.0,999.9,0,609
6,2015,08,29,2015-08-29,75.7,53.9,1021.7,10.0,1.2,5.1,999.9,87.1,63.0,0.0,999.9,0,539
7,2015,08,30,2015-08-30,79.1,61.9,1018.4,10.0,3.3,6.0,18.1,90.0,66.9,0.0,999.9,0,563
1,2015,08,31,2015-08-31,81.7,66.0,1016.1,8.5,3.8,8.0,17.1,91.0,72.0,0.13,999.9,0,614
2,2015,09,01,2015-09-01,82.0,64.0,1016.4,8.5,2.6,7.0,999.9,91.0,75.9,0.0,999.9,0,626
3,2015,09,02,2015-09-02,81.1,64.3,1015.7,7.5,1.8,7.0,999.9,91.0,73.9,0.0,999.9,0,654
4,2015,09,03,2015-09-03,82.6,64.2,1011.3,6.8,1.8,6.0,999.9,93.0,73.9,0.0,999.9,0,665
5,2015,09,04,2015-09-04,80.6,65.2,1015.8,7.3,5.0,12.0,19.0,93.0,73.9,0.0,999.9,0,643
6,2015,09,05,2015-09-05,74.0,57.1,1023.7,10.0,4.4,8.9,999.9,84.9,66.9,0.0,999.9,0,541
7,2015,09,06,2015-09-06,74.1,55.8,1022.8,10.0,1.0,4.1,999.9,87.1,64.9,0.0,999.9,0,504
1,2015,09,07,2015-09-07,78.4,60.5,1018.9,10.0,3.4,7.0,999.9,91.9,64.9,0.0,999.9,0,485
2,2015,09,08,2015-09-08,84.2,64.2,1015.7,9.8,3.8,8.0,15.0,97.0,70.0,0.0,999.9,0,795
3,2015,09,09,2015-09-09,82.0,68.8,1012.8,10.0,4.0,8.9,22.0,97.0,75.9,0.0,999.9,0,740
4,2015,09,10,2015-09-10,75.2,69.8,1009.8,6.2,4.7,8.9,999.9,90.0,71.1,1.13,999.9,1,716
5,2015,09,11,2015-09-11,72.3,63.1,1007.6,8.4,5.6,8.9,15.9,81.0,66.0,0.45,999.9,0,765
6,2015,09,12,2015-09-12,74.0,63.4,1008.7,10.0,2.3,8.0,17.1,81.0,66.0,0.0,999.9,0,554
7,2015,09,13,2015-09-13,72.0,62.5,1005.9,8.6,5.2,9.9,22.0,80.1,66.9,0.29,999.9,0,478
1,2015,09,14,2015-09-14,66.4,46.7,1014.9,10.0,6.3,11.1,20.0,80.1,59.0,0.04,999.9,0,579
2,2015,09,15,2015-09-15,72.0,48.2,1024.5,10.0,2.1,5.1,999.9,82.9,63.0,0.0,999.9,0,579
3,2015,09,16,2015-09-16,75.8,53.6,1025.7,10.0,1.5,4.1,999.9,88.0,62.1,0.0,999.9,0,748
4,2015,09,17,2015-09-17,77.0,55.4,1021.3,10.0,1.3,5.1,999.9,89.1,66.0,0.0,999.9,0,744
5,2015,09,18,2015-09-18,76.3,54.7,1016.9,9.8,2.4,7.0,999.9,89.1,68.0,0.0,999.9,0,760
6,2015,09,19,2015-09-19,74.7,61.8,1014.4,9.3,1.8,5.1,999.9,87.1,68.0,0.0,999.9,0,655
7,2015,09,20,2015-09-20,73.9,57.0,1014.3,10.0,6.3,8.9,17.1,82.9,68.0,0.0,999.9,0,556
1,2015,09,21,2015-09-21,65.8,42.9,1021.6,10.0,7.4,11.1,19.0,79.0,59.0,0.0,999.9,0,624
2,2015,09,22,2015-09-22,66.8,47.6,1024.2,10.0,6.4,9.9,15.0,73.0,59.0,0.0,999.9,0,571
3,2015,09,23,2015-09-23,68.4,47.9,1023.9,10.0,3.3,5.1,999.9,80.1,59.0,0.0,999.9,0,501
4,2015,09,24,2015-09-24,69.7,51.9,1024.8,10.0,3.0,8.0,14.0,82.0,59.0,0.0,999.9,0,619
5,2015,09,25,2015-09-25,69.0,52.3,1027.6,10.0,5.5,8.9,15.9,82.0,60.1,0.0,999.9,0,585
6,2015,09,26,2015-09-26,66.5,49.1,1029.6,10.0,5.2,8.9,17.1,75.9,62.1,0.0,999.9,0,557
7,2015,09,27,2015-09-27,63.5,50.0,1030.5,10.0,4.8,7.0,999.9,72.0,55.9,0.0,999.9,0,493
1,2015,09,28,2015-09-28,70.1,60.3,1024.5,9.6,2.3,6.0,999.9,78.8,64.9,0.0,999.9,0,586
2,2015,09,29,2015-09-29,75.6,67.3,1017.8,9.7,2.7,8.9,15.9,82.9,64.9,0.0,999.9,0,557
3,2015,09,30,2015-09-30,73.5,67.6,1008.3,7.4,5.3,9.9,17.1,82.9,66.9,1.33,999.9,0,634
4,2015,10,01,2015-10-01,59.8,48.7,1017.0,9.8,7.6,11.1,21.0,79.0,55.9,0.04,999.9,0,683
5,2015,10,02,2015-10-02,52.7,46.5,1021.7,7.7,9.9,15.0,27.0,57.0,48.2,0.14,999.9,0,798
6,2015,10,03,2015-10-03,50.2,45.0,1025.5,6.9,11.8,17.1,28.0,57.0,48.0,1.36,999.9,0,556
7,2015,10,04,2015-10-04,56.5,42.3,1026.3,10.0,9.2,14.0,22.9,63.0,48.9,0.02,999.9,0,536
1,2015,10,05,2015-10-05,57.7,43.4,1022.2,10.0,6.6,9.9,18.1,66.9,52.0,0.0,999.9,0,597
2,2015,10,06,2015-10-06,61.2,45.4,1017.1,10.0,1.5,5.1,999.9,73.0,52.0,0.0,999.9,0,631
3,2015,10,07,2015-10-07,64.9,49.3,1015.2,10.0,2.5,6.0,999.9,73.0,52.0,0.0,999.9,0,668
4,2015,10,08,2015-10-08,63.8,49.4,1019.0,10.0,2.9,7.0,999.9,73.0,57.9,0.0,999.9,0,666
5,2015,10,09,2015-10-09,66.6,58.4,1014.9,8.3,3.0,8.9,24.1,78.1,59.0,0.0,999.9,1,764
6,2015,10,10,2015-10-10,58.9,42.6,1016.9,9.9,2.6,7.0,999.9,78.1,50.0,0.89,999.9,0,649
7,2015,10,11,2015-10-11,59.3,42.6,1015.3,10.0,2.8,5.1,999.9,69.1,50.0,0.0,999.9,0,559
1,2015,10,12,2015-10-12,64.4,46.5,1010.3,10.0,3.7,5.1,999.9,77.0,53.1,0.0,999.9,0,505
2,2015,10,13,2015-10-13,65.8,54.3,1002.7,9.9,2.5,6.0,999.9,77.0,55.9,0.01,999.9,0,724
3,2015,10,14,2015-10-14,63.8,47.0,1005.9,10.0,3.2,6.0,999.9,72.0,57.0,0.0,999.9,0,658
4,2015,10,15,2015-10-15,58.2,39.4,1013.9,10.0,3.5,7.0,999.9,69.1,51.1,0.0,999.9,0,683
5,2015,10,16,2015-10-16,58.5,38.7,1014.4,10.0,4.9,8.9,17.1,64.0,51.1,0.0,999.9,0,676
6,2015,10,17,2015-10-17,51.6,31.2,1018.3,10.0,5.0,8.0,15.9,64.0,48.0,0.0,999.9,0,565
7,2015,10,18,2015-10-18,43.5,21.2,1024.4,10.0,5.0,9.9,20.0,55.9,37.9,0.0,999.9,0,551
1,2015,10,19,2015-10-19,42.9,23.8,1029.7,10.0,2.2,6.0,14.0,53.1,35.1,0.0,999.9,0,667
2,2015,10,20,2015-10-20,56.2,34.1,1023.6,10.0,5.7,8.9,17.1,70.0,35.1,0.0,999.9,0,714
3,2015,10,21,2015-10-21,65.0,42.1,1024.5,9.9,2.8,8.9,15.0,75.9,48.0,0.0,999.9,0,720
4,2015,10,22,2015-10-22,65.4,47.1,1021.6,9.7,4.1,8.0,15.0,75.9,57.0,0.0,999.9,0,666
5,2015,10,23,2015-10-23,58.8,37.5,1021.6,9.8,5.0,9.9,17.1,75.0,51.1,0.0,999.9,0,742
6,2015,10,24,2015-10-24,48.4,34.2,1027.8,10.0,4.1,8.9,999.9,64.9,39.9,0.0,999.9,0,519
7,2015,10,25,2015-10-25,59.1,47.6,1020.2,9.7,4.0,7.0,17.1,68.0,55.0,0.02,999.9,0,522
1,2015,10,26,2015-10-26,51.8,33.6,1028.2,10.0,3.9,8.9,15.0,57.9,46.0,0.03,999.9,0,698
2,2015,10,27,2015-10-27,51.9,35.6,1033.2,10.0,3.5,6.0,999.9,59.0,45.0,0.0,999.9,0,631
3,2015,10,28,2015-10-28,58.0,50.5,1025.9,7.2,6.3,9.9,21.0,66.9,45.0,0.0,999.9,1,689
4,2015,10,29,2015-10-29,67.2,55.2,1002.5,8.2,5.7,11.1,22.9,73.0,53.1,1.44,999.9,0,767
5,2015,10,30,2015-10-30,55.8,31.8,1011.2,10.0,5.4,8.0,15.9,73.0,50.0,0.04,999.9,0,688
6,2015,10,31,2015-10-31,49.1,31.5,1021.2,10.0,3.0,6.0,999.9,61.0,42.1,0.0,999.9,0,357
7,2015,11,01,2015-11-01,57.9,43.7,1014.5,10.0,3.9,7.0,20.0,64.9,42.1,0.0,999.9,0,312
1,2015,11,02,2015-11-02,59.4,44.7,1017.1,10.0,2.6,5.1,999.9,64.9,54.0,0.0,999.9,0,613
2,2015,11,03,2015-11-03,60.6,42.6,1021.0,10.0,1.6,5.1,999.9,72.0,48.0,0.0,999.9,0,655
3,2015,11,04,2015-11-04,62.9,45.9,1026.3,10.0,2.3,5.1,999.9,72.0,48.0,0.0,999.9,0,672
4,2015,11,05,2015-11-05,62.8,57.5,1024.9,4.7,1.9,5.1,999.9,71.1,55.9,0.0,999.9,0,690
5,2015,11,06,2015-11-06,69.4,62.3,1016.4,7.7,3.7,8.0,22.0,73.0,55.9,0.01,999.9,0,616
6,2015,11,07,2015-11-07,64.9,47.9,1014.9,9.9,3.6,7.0,999.9,73.9,57.0,0.0,999.9,0,500
7,2015,11,08,2015-11-08,51.9,31.1,1025.2,10.0,4.0,13.0,19.0,55.9,46.0,0.0,999.9,0,472
1,2015,11,09,2015-11-09,51.1,31.4,1030.0,10.0,1.7,5.1,999.9,59.0,43.0,0.0,999.9,0,615
2,2015,11,10,2015-11-10,55.0,47.2,1020.9,8.0,6.7,17.1,27.0,59.0,43.0,0.0,999.9,0,757
3,2015,11,11,2015-11-11,52.7,47.6,1010.0,6.7,6.0,13.0,22.9,57.9,48.9,0.69,999.9,0,530
4,2015,11,12,2015-11-12,55.4,49.3,1010.5,9.3,3.6,8.0,15.9,61.0,48.9,0.43,999.9,0,637
5,2015,11,13,2015-11-13,55.4,34.7,1003.4,10.0,9.4,18.1,32.1,61.0,50.0,0.01,999.9,0,677
6,2015,11,14,2015-11-14,46.4,23.3,1014.7,10.0,8.0,12.0,27.0,57.9,43.0,0.0,999.9,0,613
7,2015,11,15,2015-11-15,46.5,27.0,1023.9,10.0,4.1,8.0,999.9,57.9,39.0,0.0,999.9,0,500
1,2015,11,16,2015-11-16,58.1,33.2,1022.2,10.0,2.9,7.0,999.9,66.9,51.1,0.0,999.9,0,618
2,2015,11,17,2015-11-17,47.5,29.0,1031.2,10.0,6.4,12.0,18.1,66.9,39.9,0.0,999.9,0,684
3,2015,11,18,2015-11-18,50.9,38.1,1032.9,10.0,3.6,8.9,17.1,57.9,39.9,0.0,999.9,0,628
4,2015,11,19,2015-11-19,59.5,53.3,1023.9,8.7,5.4,9.9,19.0,63.0,46.0,0.0,999.9,0,797
5,2015,11,20,2015-11-20,58.1,41.5,1017.7,8.3,5.5,9.9,22.9,64.0,51.1,1.25,999.9,0,819
6,2015,11,21,2015-11-21,46.4,26.3,1023.2,10.0,4.9,8.9,18.1,64.0,42.1,0.0,999.9,0,597
7,2015,11,22,2015-11-22,51.2,35.6,1013.5,9.9,5.1,9.9,17.1,55.0,48.0,0.03,999.9,0,431
1,2015,11,23,2015-11-23,39.8,16.7,1015.4,10.0,5.6,8.9,17.1,55.0,34.0,0.0,999.9,0,704
2,2015,11,24,2015-11-24,38.2,18.0,1026.1,10.0,3.8,7.0,999.9,46.0,32.0,0.0,999.9,0,733
3,2015,11,25,2015-11-25,42.5,24.9,1038.1,10.0,2.3,5.1,999.9,50.0,32.0,0.0,999.9,0,717
4,2015,11,26,2015-11-26,49.0,38.0,1042.1,9.7,2.5,5.1,999.9,60.1,36.0,0.0,999.9,0,383
5,2015,11,27,2015-11-27,57.1,47.5,1033.0,9.4,2.9,8.0,15.9,64.0,41.0,0.0,999.9,0,480
6,2015,11,28,2015-11-28,56.3,47.2,9999.9,999.9,999.9,999.9,999.9,62.6,46.4,0.0,999.9,0,508
7,2015,11,29,2015-11-29,41.5,31.4,9999.9,999.9,999.9,999.9,999.9,46.4,37.4,0.02,999.9,0,453
1,2015,11,30,2015-11-30,39.4,27.8,1028.4,999.9,6.0,8.9,999.9,44.6,33.8,0.0,999.9,0,611
2,2015,12,01,2015-12-01,46.5,41.1,1023.3,999.9,5.9,9.9,14.0,64.0,42.1,0.0,999.9,0,746
3,2015,12,02,2015-12-02,49.3,46.3,1012.2,999.9,2.9,6.0,999.9,55.9,44.1,0.21,999.9,0,655
4,2015,12,03,2015-12-03,50.9,38.2,1010.0,999.9,6.2,9.9,22.0,57.0,46.0,0.1,999.9,0,623
5,2015,12,04,2015-12-04,46.4,29.4,1027.4,999.9,4.5,8.9,20.0,55.0,42.1,0.0,999.9,0,680
6,2015,12,05,2015-12-05,45.7,29.7,1037.0,999.9,2.0,6.0,999.9,51.1,39.9,0.0,999.9,0,629
7,2015,12,06,2015-12-06,46.5,31.9,1032.8,999.9,2.7,7.0,999.9,53.1,39.0,0.0,999.9,0,485
1,2015,12,07,2015-12-07,48.0,31.1,1021.4,999.9,2.9,6.0,999.9,54.0,39.0,0.0,999.9,0,668
2,2015,12,08,2015-12-08,44.6,30.3,1019.1,999.9,4.6,8.9,15.0,54.0,41.0,0.0,999.9,0,618
3,2015,12,09,2015-12-09,45.8,34.4,1019.7,999.9,2.7,8.9,999.9,53.1,39.9,0.0,999.9,0,575
4,2015,12,10,2015-12-10,54.9,43.5,1014.6,999.9,4.5,9.9,15.9,60.1,39.9,0.0,999.9,0,668
5,2015,12,11,2015-12-11,55.2,43.9,1013.3,8.0,3.1,8.0,999.9,61.0,50.0,0.0,999.9,0,694
6,2015,12,12,2015-12-12,59.6,45.6,1018.5,7.1,2.7,8.9,17.1,66.0,50.0,0.0,999.9,0,578
7,2015,12,13,2015-12-13,61.8,48.3,1020.3,6.5,2.0,6.0,999.9,66.9,55.0,0.0,999.9,0,549
1,2015,12,14,2015-12-14,56.8,49.5,1014.4,6.3,4.6,8.0,15.9,66.9,53.1,0.0,999.9,0,637
2,2015,12,15,2015-12-15,61.8,45.6,999.7,9.0,8.6,15.0,28.9,68.0,53.1,0.42,999.9,0,755
3,2015,12,16,2015-12-16,50.6,33.7,1016.6,10.0,5.9,8.9,22.9,68.0,46.0,0.09,999.9,0,673
4,2015,12,17,2015-12-17,54.7,48.7,1012.6,6.8,3.4,6.0,15.9,59.0,46.0,0.04,999.9,0,745
5,2015,12,18,2015-12-18,51.9,41.2,1006.0,8.7,5.5,8.9,19.0,59.0,43.0,1.21,999.9,0,767
6,2015,12,19,2015-12-19,38.2,16.7,1015.3,10.0,7.4,13.0,25.1,57.0,35.1,0.0,999.9,0,624
7,2015,12,20,2015-12-20,38.6,16.5,1029.5,10.0,5.8,11.1,21.0,43.0,34.0,0.0,999.9,0,500
1,2015,12,21,2015-12-21,45.0,27.3,1026.2,10.0,6.1,12.0,25.1,54.0,39.0,0.0,999.9,0,612
2,2015,12,22,2015-12-22,57.2,49.2,1016.8,8.9,4.9,8.0,15.9,62.6,55.0,0.0,999.9,0,699
3,2015,12,23,2015-12-23,56.4,52.0,1019.6,4.3,3.0,8.0,999.9,62.1,52.0,0.19,999.9,0,805
4,2015,12,24,2015-12-24,66.4,60.6,1013.6,7.4,5.1,9.9,22.9,71.1,52.0,1.56,999.9,0,603
5,2015,12,25,2015-12-25,62.0,52.1,1020.3,9.2,0.7,4.1,999.9,72.0,57.0,0.01,999.9,0,321
6,2015,12,26,2015-12-26,54.5,38.9,1024.8,9.9,5.9,13.0,19.0,61.0,50.0,0.01,999.9,0,395
7,2015,12,27,2015-12-27,52.0,47.1,1012.3,6.0,4.5,11.1,19.0,61.0,46.0,0.12,999.9,0,518
1,2015,12,28,2015-12-28,43.6,28.6,1026.3,9.9,7.1,9.9,20.0,61.0,37.9,0.02,999.9,0,490
2,2015,12,29,2015-12-29,39.3,34.5,1021.8,5.8,6.8,12.0,21.0,46.0,33.8,0.33,999.9,0,533
3,2015,12,30,2015-12-30,41.3,37.2,1023.8,5.4,3.0,7.0,999.9,46.0,34.0,0.15,999.9,0,501
4,2015,12,31,2015-12-31,46.5,42.7,9999.9,5.4,3.0,6.0,999.9,48.0,45.0,0.19,999.9,0,527
5,2016,01,01,2016-01-01,40.4,24.3,1017.1,10.0,6.5,12.0,22.9,48.0,37.0,0.03,999.9,0,393
6,2016,01,02,2016-01-02,35.8,17.7,1016.9,10.0,6.0,12.0,18.1,42.1,32.0,0.0,999.9,0,422
7,2016,01,03,2016-01-03,38.4,20.0,1011.7,10.0,6.4,9.9,21.0,45.0,32.0,0.0,999.9,0,432
1,2016,01,04,2016-01-04,30.8,12.5,1015.2,10.0,7.0,11.1,22.0,39.0,19.9,0.0,999.9,0,601
2,2016,01,05,2016-01-05,18.4,-2.3,1032.7,10.0,6.2,12.0,22.0,36.0,10.9,0.0,999.9,0,640
3,2016,01,06,2016-01-06,31.2,2.8,1034.2,10.0,2.4,7.0,999.9,41.0,10.9,0.0,999.9,0,625
4,2016,01,07,2016-01-07,37.9,8.7,1027.2,10.0,2.9,8.0,999.9,46.0,25.0,0.0,999.9,0,542
5,2016,01,08,2016-01-08,40.2,25.5,1022.4,10.0,4.3,8.9,999.9,44.6,35.6,0.0,999.9,0,602
6,2016,01,09,2016-01-09,43.3,35.7,1021.7,9.3,7.4,11.1,18.1,46.4,39.9,0.0,999.9,0,554
7,2016,01,10,2016-01-10,50.4,45.9,1004.8,5.3,8.2,15.9,26.0,59.0,39.9,0.77,999.9,0,462
1,2016,01,11,2016-01-11,35.2,13.1,1008.8,10.0,9.4,13.0,28.0,59.0,28.9,1.03,999.9,0,680
2,2016,01,12,2016-01-12,32.2,11.5,1013.5,10.0,4.6,9.9,24.1,44.1,25.0,0.0,999.9,0,637
3,2016,01,13,2016-01-13,27.1,7.8,1011.6,10.0,9.4,18.1,29.9,44.1,21.9,0.0,999.9,0,605
4,2016,01,14,2016-01-14,27.9,8.6,1014.2,10.0,5.1,8.9,17.1,37.0,21.9,0.0,999.9,0,597
5,2016,01,15,2016-01-15,41.2,27.5,1012.0,9.5,3.8,8.0,15.0,51.1,21.9,0.0,999.9,0,722
6,2016,01,16,2016-01-16,46.0,37.3,999.9,8.6,5.5,11.1,19.0,52.0,34.0,0.21,999.9,0,563
7,2016,01,17,2016-01-17,37.3,23.1,1009.2,8.6,5.8,9.9,15.9,52.0,30.0,0.03,999.9,1,451
1,2016,01,18,2016-01-18,27.1,11.4,1008.4,8.9,7.5,15.9,28.9,42.1,21.9,0.05,999.9,0,481
2,2016,01,19,2016-01-19,21.1,1.5,1015.7,10.0,10.4,17.1,28.0,30.9,16.0,0.0,999.9,0,662
3,2016,01,20,2016-01-20,30.7,13.1,1020.5,10.0,5.6,11.1,21.0,37.0,16.0,0.0,999.9,0,623
4,2016,01,21,2016-01-21,30.9,12.5,1019.7,10.0,5.0,8.9,19.0,37.0,26.1,0.0,999.9,0,666
5,2016,01,22,2016-01-22,25.9,5.1,1023.7,10.0,5.3,12.0,17.1,36.0,21.0,0.0,999.9,0,702
6,2016,01,23,2016-01-23,26.2,19.2,1011.1,1.7,12.8,20.0,36.9,30.0,21.0,0.5,999.9,1,402
7,2016,01,24,2016-01-24,26.7,11.6,1012.1,7.4,6.3,17.1,26.0,35.1,19.9,1.82,5.9,1,517
1,2016,01,25,2016-01-25,32.7,16.2,1022.9,9.6,2.9,6.0,999.9,39.0,19.9,0.0,22.0,0,658
2,2016,01,26,2016-01-26,41.4,26.9,1018.9,9.8,5.1,8.9,25.1,48.0,28.0,0.0,18.9,0,734
3,2016,01,27,2016-01-27,43.9,24.7,1015.7,9.9,6.2,9.9,22.0,48.0,37.9,0.0,16.9,0,670
4,2016,01,28,2016-01-28,37.0,19.3,1015.4,10.0,4.1,12.0,15.9,46.9,32.0,0.0,9.1,0,681
5,2016,01,29,2016-01-29,38.3,21.7,1001.0,9.5,5.5,12.0,22.9,42.1,32.0,0.0,5.9,0,645
6,2016,01,30,2016-01-30,32.8,15.8,1014.6,10.0,6.0,11.1,22.0,41.0,28.0,0.0,5.9,0,596
7,2016,01,31,2016-01-31,42.6,24.5,1013.7,10.0,5.6,11.1,22.0,55.9,28.0,0.0,5.9,0,532
1,2016,02,01,2016-02-01,52.1,35.4,1009.2,9.8,5.0,7.0,18.1,59.0,36.0,0.0,3.9,0,716
2,2016,02,02,2016-02-02,44.5,24.1,1023.0,10.0,3.4,7.0,999.9,59.0,37.9,0.01,2.0,0,711
3,2016,02,03,2016-02-03,48.8,40.3,1022.7,7.7,4.7,9.9,22.0,57.0,37.9,0.0,999.9,0,579
4,2016,02,04,2016-02-04,54.7,44.9,1014.2,9.1,5.0,13.0,22.0,59.0,42.1,0.73,999.9,0,609
5,2016,02,05,2016-02-05,37.4,26.2,1019.2,6.1,7.4,13.0,25.1,48.9,30.2,0.38,999.9,1,607
6,2016,02,06,2016-02-06,34.6,16.7,1027.5,10.0,5.0,9.9,19.0,44.1,30.0,0.15,1.2,0,553
7,2016,02,07,2016-02-07,39.1,20.8,1021.5,10.0,4.0,8.9,17.1,46.9,30.0,0.0,999.9,0,423
1,2016,02,08,2016-02-08,36.0,24.2,1009.5,8.8,9.5,14.0,22.9,46.9,30.9,0.0,999.9,0,501
2,2016,02,09,2016-02-09,30.4,21.8,1004.4,9.4,4.7,8.9,999.9,39.0,27.0,0.05,999.9,0,571
3,2016,02,10,2016-02-10,34.8,24.2,1003.1,7.5,3.8,8.9,20.0,39.0,27.0,0.01,999.9,0,537
4,2016,02,11,2016-02-11,26.1,4.3,1010.9,9.5,8.0,13.0,28.9,39.0,21.9,0.0,999.9,0,622
5,2016,02,12,2016-02-12,20.4,-1.8,1021.3,10.0,6.6,12.0,25.1,30.9,15.1,0.0,999.9,0,628
6,2016,02,13,2016-02-13,19.3,-0.7,1015.8,10.0,9.4,18.1,31.1,27.0,9.0,0.0,999.9,0,480
7,2016,02,14,2016-02-14,6.9,-16.1,1030.3,10.0,7.6,14.0,31.1,21.9,-0.9,0.0,999.9,0,309
1,2016,02,15,2016-02-15,19.1,2.0,1033.3,8.1,3.7,8.9,999.9,30.2,14.0,0.0,999.9,1,291
2,2016,02,16,2016-02-16,45.0,41.2,1010.7,4.1,6.5,15.0,35.0,53.6,30.9,0.46,999.9,1,615
3,2016,02,17,2016-02-17,39.1,26.7,1013.0,10.0,6.7,9.9,18.1,54.0,35.1,0.99,999.9,0,525
4,2016,02,18,2016-02-18,32.5,11.5,1027.0,10.0,5.9,9.9,18.1,37.0,27.0,0.0,999.9,0,592
5,2016,02,19,2016-02-19,30.1,8.3,1032.9,10.0,5.2,9.9,17.1,37.0,24.1,0.0,999.9,0,532
6,2016,02,20,2016-02-20,47.7,29.1,1015.3,10.0,6.0,9.9,21.0,61.0,36.0,0.0,999.9,0,555
7,2016,02,21,2016-02-21,52.8,31.8,1011.7,10.0,4.3,8.9,20.0,61.0,39.0,0.0,999.9,0,481
1,2016,02,22,2016-02-22,45.3,26.8,1017.9,10.0,4.5,8.9,15.9,55.0,37.9,0.03,999.9,0,615
2,2016,02,23,2016-02-23,38.0,26.6,1024.7,8.4,10.9,19.0,29.9,52.0,35.1,0.0,999.9,0,623
3,2016,02,24,2016-02-24,40.7,38.0,1019.6,2.9,11.0,17.1,31.1,55.9,35.1,0.43,999.9,0,660
4,2016,02,25,2016-02-25,52.6,44.7,992.1,8.5,6.9,12.0,32.1,61.0,36.0,1.11,999.9,0,663
5,2016,02,26,2016-02-26,35.5,14.9,1007.5,10.0,8.3,13.0,28.9,39.9,30.9,0.02,999.9,0,476
6,2016,02,27,2016-02-27,31.9,9.8,1018.3,10.0,5.2,11.1,19.0,41.0,26.1,0.0,999.9,0,388
7,2016,02,28,2016-02-28,46.0,21.8,1013.4,10.0,6.4,8.9,20.0,60.1,26.1,0.0,999.9,0,509
1,2016,02,29,2016-02-29,52.8,31.5,1005.0,9.7,7.1,12.0,20.0,61.0,37.9,0.0,999.9,0,616
2,2016,03,01,2016-03-01,45.6,23.4,1017.0,10.0,6.5,9.9,21.0,61.0,39.0,0.05,999.9,0,662
3,2016,03,02,2016-03-02,45.8,28.7,1005.2,9.1,8.9,14.0,29.9,55.0,35.1,0.14,999.9,0,653
4,2016,03,03,2016-03-03,30.3,5.8,1021.7,10.0,5.8,11.1,20.0,36.0,26.1,0.0,999.9,0,625
5,2016,03,04,2016-03-04,33.4,21.2,1019.5,6.5,6.2,11.1,19.0,39.0,26.1,0.07,999.9,0,685
6,2016,03,05,2016-03-05,33.8,12.4,1020.7,10.0,5.1,8.9,17.1,41.0,28.0,0.04,999.9,0,601
7,2016,03,06,2016-03-06,37.3,14.5,1024.1,10.0,2.7,7.0,999.9,44.1,28.0,0.0,999.9,0,500
1,2016,03,07,2016-03-07,45.2,27.0,1022.2,9.0,6.1,13.0,26.0,60.1,32.0,0.0,999.9,0,571
2,2016,03,08,2016-03-08,55.1,34.3,1019.3,9.2,3.3,9.9,15.9,66.9,36.0,0.0,999.9,0,632
3,2016,03,09,2016-03-09,57.2,39.4,1019.0,6.6,1.8,5.1,999.9,77.0,44.1,0.0,999.9,0,660
4,2016,03,10,2016-03-10,70.5,43.2,1014.8,9.9,4.4,8.0,15.0,78.1,64.0,0.0,999.9,0,629
5,2016,03,11,2016-03-11,61.6,44.3,1017.0,9.7,5.3,8.9,17.1,79.0,55.0,0.06,999.9,0,672
6,2016,03,12,2016-03-12,50.1,29.6,1024.8,10.0,4.4,8.0,999.9,68.0,39.9,0.0,999.9,0,625
7,2016,03,13,2016-03-13,56.7,33.1,1016.7,10.0,3.7,8.0,19.0,62.1,39.9,0.0,999.9,0,435
1,2016,03,14,2016-03-14,46.3,34.7,1018.6,7.7,9.6,20.0,31.1,62.1,39.9,0.02,999.9,0,640
2,2016,03,15,2016-03-15,48.0,41.5,1009.9,8.3,7.7,17.1,31.1,57.0,39.9,0.27,999.9,0,608
3,2016,03,16,2016-03-16,54.5,43.0,1009.7,9.6,2.6,7.0,999.9,64.9,44.1,0.0,999.9,0,629
4,2016,03,17,2016-03-17,52.0,38.3,1010.0,9.8,4.4,8.9,22.0,64.9,45.0,0.02,999.9,0,612
5,2016,03,18,2016-03-18,52.0,26.2,1009.2,10.0,7.1,17.1,35.0,63.0,45.0,0.0,999.9,0,644
6,2016,03,19,2016-03-19,42.3,16.3,1017.6,10.0,4.1,8.0,15.0,57.0,36.0,0.0,999.9,0,540
